Unit,Price           (1 - 500),Tab,Country,Is Command,Is Prototype,Amphibious,Speed              (23 km - 1100km),Autonomy          (60 km+),Strength         (2 - 300),Optics Ground         (40 - 220),Optics Air         (10 - 900),Optics Anti-Radar         (300 - 500),Stealth                           (0.7 - 3),Size Modifier                  (-0.2 - 0.1),Front Armor       (0 - 23),Side Armor      (0 - 12),Rear Armor       (0 - 6),Top Armor      (0 - 4),Weapon1 Type,Weapon1 HE                  (0 - 30),Weapon1 AP               (0 - 200),Weapon1 Fire Starting Probability                  (0 - 100%),Weapon1 Ammo,Weapon1 Aim Time,Weapon1 Time Between Shots,Weapon1 Shots Per Salvo,Weapon1 Reload Time,Weapon1 Dmg Radius,Weapon1 Surpress Radius,Weapon1 Accuracy,Weapon1 Accuracy While Moving,Weapon1 Range Ground,Weapon1 Range Ground Minimum,Weapon1 Range Helicopters,Weapon1 Range Helicopters Minimum,Weapon1 Range Planes,Weapon1 Range Planes Minimum,Weapon1 Range Ships,Weapon1 Range Ships Minimum,Weapon1 Supply Cost Per Salvo,Weapon2 Type,Weapon2 HE,Weapon2 AP,Weapon2 Fire Starting Probability                  (0 - 100%),Weapon2 Ammo,Weapon2 Aim Time,Weapon2 Time Between Shots,Weapon2 Shots Per Salvo,Weapon2 Reload Time,Weapon2 Damage Radius,Weapon2 Surpress Radius,Weapon2 Accuracy,Weapon2 Accuracy While Moving,Weapon2 Range Ground,Weapon2 Range Ground Minimum,Weapon2 Range Helicopters,Weapon2 Range Helicopters Minimum,Weapon2 Range Planes,Weapon2 Range Planes Minimum,Weapon2 Range Ships,Weapon2 Range Ships Minimum,Weapon2 Supply Cost Per Salvo,Weapon3 Type,Weapon3 HE,Weapon3 AP,Weapon3 Fire Starting Probability                  (0 - 100%),Weapon3 Ammo,Weapon3 Aim Time,Weapon3 Time Between Shots,Weapon3 Shots Per Salvo,Weapon3 Reload Time,Weapon3 Damage Radius,Weapon3 Surpress Radius,Weapon3 Accuracy,Weapon3 Accuracy While Moving,Weapon3 Range Ground,Weapon3 Range Ground Minimum,Weapon3 Range Helicopters,Weapon3 Range Helicopters Minimum,Weapon3 Range Planes,Weapon3 Range Planes Minimum,Weapon3 Range Ships,Weapon3 Range Ships Minimum,Weapon3 Supply Cost Per Salvo,Year,Decks
T-64B,65,TNK,Soviet Union,FALSE,FALSE,FALSE,65 km/h,700 km,10,60,20,,1,,13,6,3,2,Main Gun,4,16,,24,1 s,7 s,24,7 s,2 m,219 m,50%,35%,2100 m,,,,,,2100 m,,600,ATGM,1,20,,4,2 s,1 s,1,6 s,4 m,280 m,45%,30%,2625 m,175 m,,,,,2625 m,175 m,113,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1976,Armored
T-64BV1,110,TNK,Soviet Union,FALSE,FALSE,FALSE,65 km/h,680 km,10,80,20,,1,,17,8,4,3,Main Gun,4,19,,28,1 s,7 s,28,7 s,2 m,219 m,55%,45%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1985,Armored
T-64BM,100,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,680 km,10,80,20,,1,,16,7,3,3,Main Gun,4,18,,24,1 s,7 s,24,7 s,2 m,219 m,55%,45%,2275 m,,,,,,2275 m,,600,ATGM,1,20,,4,2 s,1 s,1,6 s,4 m,280 m,45%,30%,2625 m,175 m,,,,,2625 m,175 m,113,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1983,Armored
T-64BV,120,TNK,Soviet Union,FALSE,FALSE,FALSE,65 km/h,680 km,10,80,20,,1,,17,8,4,3,Main Gun,4,20,,24,1 s,7 s,24,7 s,2 m,219 m,55%,45%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,55%,45%,2625 m,175 m,,,,,2625 m,175 m,151,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1988,Armored
T-72,40,TNK,Soviet Union,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,11,6,3,2,Main Gun,4,13,,28,1 s,9 s,28,9 s,2 m,219 m,45%,25%,1925 m,,,,,,1925 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Armored|Support
T-72A,55,TNK,Soviet Union,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,13,7,3,2,Main Gun,4,14,,28,1 s,9 s,28,9 s,2 m,219 m,50%,35%,2100 m,,,,,,2100 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Armored|Support
T-72M,60,TNK,North Korea,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,12,7,3,2,Main Gun,4,18,,28,1 s,9 s,28,9 s,2 m,219 m,50%,25%,2100 m,,,,,,2100 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1991,Mechanized|Armored
T-72B,90,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,15,8,4,4,Main Gun,4,18,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1985,Mechanized|Armored
T-72B1,85,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,15,8,4,4,Main Gun,4,18,,28,1 s,8 s,28,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Armored
T-72B Obr 1987,110,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,18,9,4,4,Main Gun,4,18,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1987,Mechanized|Armored
T-72B Obr 1989,140,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,20,10,5,4,Main Gun,4,20,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1989,Armored
T-72M,50,TNK,Yugoslavia,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,12,7,3,2,Main Gun,4,14,,28,1 s,9 s,28,9 s,2 m,219 m,50%,35%,2100 m,,,,,,2100 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Armored|Support
T-72M1 JAGUAR,70,TNK,Poland,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Armored
T-72M1D,160,LOG,Poland,TRUE,FALSE,FALSE,60 km/h,700 km,10,80,40,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Armored
T-72M1K,160,LOG,Czechoslavakia,TRUE,FALSE,FALSE,60 km/h,700 km,10,80,40,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Armored
T-72M1M,90,TNK,Czechoslavakia,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,15,8,4,4,Main Gun,4,18,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1987,Mechanized|Armored
T-72M1cz,70,TNK,Czechoslavakia,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Armored|Support
T-72M2 WILK,125,TNK,Poland,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,18,9,4,4,Main Gun,4,20,,28,1 s,7 s,28,7 s,2 m,219 m,60%,50%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Armored
KPz T-72S1,120,TNK,East Germany,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,18,8,4,4,Main Gun,4,20,,28,1 s,8 s,28,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Armored
T-72S,125,TNK,Czechoslavakia,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,18,8,4,4,Main Gun,4,20,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1990,Armored
T-72S,125,TNK,Poland,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,18,8,4,4,Main Gun,4,20,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1990,Armored
KPz T-72S,125,TNK,East Germany,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,18,8,4,4,Main Gun,4,20,,24,1 s,8 s,24,8 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1990,Armored
T-72 KOPA,160,LOG,Finland,TRUE,FALSE,FALSE,60 km/h,700 km,10,80,40,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Armored|Support
T-72M1,70,TNK,Finland,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,14,7,3,2,Main Gun,4,16,,28,1 s,8 s,28,8 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Armored|Support
T-72M1PÄIV,120,TNK,Finland,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,14,7,3,2,Main Gun,4,23,,28,1 s,7 s,28,7 s,2 m,219 m,70%,40%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1992,Mechanized|Armored
T-72M1MOD,160,TNK,Finland,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,21,10,5,4,Main Gun,4,23,,28,1 s,7 s,28,7 s,2 m,219 m,70%,40%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1994,Armored
T-72M2 MODERNA,160,TNK,Czechoslavakia,FALSE,FALSE,FALSE,70 km/h,700 km,10,80,20,,1,,21,10,5,4,Main Gun,4,23,,28,1 s,8 s,28,8 s,2 m,219 m,55%,45%,2275 m,,,,,,2275 m,,700,Autocannon,1,2,,255,1 s,1 s,2,1 s,8 m,26 m,30%,20%,1750 m,,,,,,1750 m,,15,,,,,,,,,,,,,,,,,,,,,,,1995,Armored
T-72M1 WILK,90,TNK,Poland,FALSE,FALSE,FALSE,60 km/h,700 km,10,80,20,,1,,16,9,4,4,Main Gun,4,18,,28,1 s,7 s,28,7 s,2 m,219 m,50%,40%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1986,Mechanized|Armored
T-80,65,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,500 km,10,60,20,,1,,13,8,3,3,Main Gun,4,16,,28,1 s,7 s,28,7 s,2 m,219 m,40%,30%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1976,Armored
T-80A,100,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,500 km,10,60,20,,1,,16,10,4,3,Main Gun,4,18,,24,1 s,7 s,24,7 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,40%,2800 m,175 m,,,,,2800 m,175 m,147,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1982,Armored
T-80B,75,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,500 km,10,60,20,,1,,14,8,3,3,Main Gun,4,16,,24,1 s,7 s,24,7 s,2 m,219 m,50%,35%,2275 m,,,,,,2275 m,,600,ATGM,1,20,,4,2 s,1 s,1,6 s,4 m,280 m,45%,30%,2625 m,175 m,,,,,2625 m,175 m,113,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1978,Armored
T-80BV,110,TNK,Soviet Union,FALSE,FALSE,FALSE,70 km/h,500 km,10,80,20,,1,,17,9,3,3,Main Gun,4,18,,24,1 s,7 s,24,7 s,2 m,219 m,55%,45%,2275 m,,,,,,2275 m,,600,ATGM,1,20,,4,2 s,1 s,1,6 s,4 m,280 m,45%,30%,2625 m,175 m,,,,,2625 m,175 m,113,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1985,Armored
T-80U,150,TNK,Soviet Union,FALSE,FALSE,FALSE,75 km/h,450 km,10,80,20,,1,,20,9,3,3,Main Gun,4,20,,24,1 s,7 s,24,7 s,2 m,219 m,60%,50%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,40%,2800 m,175 m,,,,,2800 m,175 m,147,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1986,Armored
T-80UM,170,TNK,Soviet Union,FALSE,FALSE,FALSE,80 km/h,450 km,10,80,20,,1,,21,9,3,3,Main Gun,4,23,,24,1 s,7 s,24,7 s,2 m,219 m,65%,55%,2275 m,,,,,,2275 m,,600,ATGM,1,24,,4,2 s,1 s,1,6 s,4 m,280 m,60%,50%,2800 m,175 m,,,,,2800 m,175 m,192,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1993,Armored
V-LKV T813,30,LOG,East Germany,FALSE,FALSE,FALSE,90 km/h,,10,40,10,,1,0.05,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Armored|Support
T815 KOLOS,40,LOG,Czechoslavakia,FALSE,FALSE,FALSE,100 km/h,,10,40,10,,1,0.05,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Motorized|Armored|Support
V-LKV T815,40,LOG,East Germany,FALSE,FALSE,FALSE,100 km/h,,10,40,10,,1,0.05,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Motorized|Armored|Support
T-90S,170,TNK,North Korea,FALSE,FALSE,FALSE,65 km/h,700 km,10,80,20,,1,,22,10,5,4,Main Gun,4,23,,28,1 s,7 s,28,7 s,2 m,219 m,65%,50%,2275 m,,,,,,2275 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1995,Armored
T-72BU,175,TNK,Soviet Union,FALSE,FALSE,FALSE,65 km/h,700 km,10,80,20,,1,,22,10,5,4,Main Gun,4,23,,24,1 s,7 s,24,7 s,2 m,219 m,65%,50%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,4,2 s,1 s,1,6 s,4 m,280 m,50%,40%,2625 m,175 m,,,,,2625 m,175 m,138,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1993,Armored
OT TAB-71,15,VHC,Yugoslavia,FALSE,FALSE,TRUE,95 km/h,500 km,10,60,20,,1,,1,1,1,1,HMG,1,1,,400,1 s,1 s,6,3 s,4 m,13 m,20%,10%,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Motorized|Marine|Support
TELAK 91,110,SUP,Finland,FALSE,FALSE,FALSE,65 km/h,500 km,10,40,10,,1,0.05,1,1,1,4,Howitzer,7,,30%,30,10 s,6 s,5,30 s,106 m,213 m,,,30100 m,3010 m,,,,,30100 m,3010 m,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,Mechanized|Armored|Support
TO-55,35,VHC,Soviet Union,FALSE,FALSE,FALSE,50 km/h,600 km,10,40,20,,1,,7,3,2,1,Main Gun,1,11,,21,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,Flamethrower,2,,100%,100,1 s,1 s,20,4 s,70 m,140 m,30%,,1050 m,,,,,,1050 m,,200,,,,,,,,,,,,,,,,,,,,,,,1960,Mechanized|Motorized|Marine|Armored|Support
TO-55,35,VHC,North Korea,FALSE,FALSE,FALSE,50 km/h,600 km,10,40,20,,1,,7,3,2,1,Main Gun,1,11,,21,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,Flamethrower,2,,100%,100,1 s,1 s,20,4 s,70 m,140 m,30%,,1050 m,,,,,,1050 m,,200,,,,,,,,,,,,,,,,,,,,,,,1971,Mechanized|Motorized|Marine|Armored|Support
TO-62,35,VHC,Soviet Union,FALSE,FALSE,FALSE,45 km/h,550 km,10,60,20,,1,,8,3,2,2,Main Gun,1,11,,28,1 s,1 s,1,10 s,2 m,201 m,40%,10%,1925 m,,,,,,1925 m,,25,Flamethrower,2,,100%,100,1 s,1 s,20,4 s,70 m,140 m,30%,,1050 m,,,,,,1050 m,,200,,,,,,,,,,,,,,,,,,,,,,,1962,Mechanized|Armored|Support
TOPAS R-2M,115,LOG,Poland,TRUE,FALSE,TRUE,60 km/h,450 km,10,80,40,,1,,1,1,1,1,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,15%,5%,875 m,,525 m,,,,875 m,,20,Recoilless Rifle,2,12,,8,1 s,1 s,1,8 s,2 m,144 m,40%,,1400 m,,,,,,1400 m,,15,,,,,,,,,,,,,,,,,,,,,,,1962,Mechanized|Marine|Armored|Support
TOS-1 BURATINO,140,SUP,Soviet Union,FALSE,FALSE,FALSE,55 km/h,600 km,10,40,10,,1,0.05,10,5,2,2,MLRS,10,,100%,30,20 s,0 s,30,240 s,92 m,462 m,,,3500 m,700 m,,,,,3500 m,700 m,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Armored|Support
T-34/85,15,TNK,North Korea,FALSE,FALSE,FALSE,50 km/h,400 km,10,40,20,,1,0.05,3,2,1,1,Main Gun,3,10,,38,1 s,1 s,1,10 s,2 m,149 m,40%,,1750 m,,,,,,1750 m,,15,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1969,Mechanized|Motorized|Armored|Support
T-34/85 Obr. 1969,15,TNK,Soviet Union,FALSE,FALSE,FALSE,50 km/h,400 km,10,40,20,,1,0.05,3,2,1,1,Main Gun,3,10,,38,1 s,1 s,1,10 s,2 m,149 m,40%,,1750 m,,,,,,1750 m,,15,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1969,Mechanized|Motorized|Armored|Support
TAN-SAM SHORT ARROW,65,SUP,Japan,FALSE,FALSE,FALSE,65 km/h,600 km,10,60,250,,1,,4,4,4,4,SAM,5,,,8,1 s,3 s,4,20 s,123 m,245 m,50%,,,,3325 m,,2625 m,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,Motorized|Marine|Airborne|Support
TATRA 148,5,VHC,Czechoslavakia,FALSE,FALSE,FALSE,50 km/h,1000 km,5,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,Mechanized|Motorized|Marine|Airborne|Armored|Support
TELAK 84,110,SUP,Finland,FALSE,FALSE,FALSE,45 km/h,270 km,10,40,10,,1,0.05,12,4,2,2,Howitzer,7,,30%,45,15 s,5 s,3,30 s,109 m,217 m,,,35000 m,3500 m,,,,,35000 m,3500 m,135,Main Gun,1,14,,15,1 s,1 s,1,8 s,2 m,271 m,45%,,1925 m,,,,,,1925 m,,30,,,,,,,,,,,,,,,,,,,,,,,1984,Support
TELAKRH 66,60,SUP,Finland,FALSE,FALSE,FALSE,40 km/h,550 km,10,40,10,,1,0.05,4,4,4,4,Mortar,6,,30%,42,10 s,5 s,3,15 s,56 m,168 m,,,9100 m,910 m,,,,,9100 m,910 m,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Mechanized|Armored|Support
TELAKRH 71,30,SUP,Finland,FALSE,FALSE,TRUE,50 km/h,430 km,10,40,10,,1,,4,4,4,4,Mortar,3,,30%,85,4 s,2 s,5,8 s,29 m,86 m,,,4900 m,490 m,,,,,4900 m,490 m,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,Motorized|Marine|Airborne|Support
TELAKRH 84,40,SUP,Finland,FALSE,FALSE,TRUE,60 km/h,500 km,10,40,10,,1,-0.05,1,1,1,4,MMG,0.5,,,2000,1 s,1 s,10,2 s,2 m,7 m,15%,5%,875 m,,525 m,,,,875 m,,20,Mortar,5,,30%,60,8 s,4 s,3,12 s,42 m,126 m,,,7700 m,770 m,,,,,7700 m,770 m,120,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Motorized|Armored|Support
TO,10,INF,Yugoslavia,FALSE,FALSE,FALSE,23 km/h,,15,80,40,,2,-0.15,2,2,2,2,SMG,1,,,900,1 s,3 s,3,6 s,2 m,7 m,15%,15%,455 m,2 m,455 m,,,,455 m,2 m,3,LAW,1,10,,8,,1 s,1,6 s,2 m,158 m,30%,,525 m,,,,,,525 m,,15,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Armored|Support
TERRA 865BM KPI,10,LOG,Finland,FALSE,FALSE,TRUE,50 km/h,,5,40,10,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,Motorized|Marine|Airborne|Support
TERRA MUSTI,10,VHC,Finland,FALSE,FALSE,TRUE,50 km/h,430 km,10,60,40,,1,,4,4,4,4,LAW,2,16,,20,,1 s,1,8 s,2 m,166 m,40%,,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,Mechanized|Motorized|Marine|Airborne|Support
TERRITORIALS,5,INF,United Kingdom,FALSE,FALSE,FALSE,23 km/h,,10,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,600,1 s,6 s,3,12 s,2 m,7 m,30%,5%,595 m,2 m,595 m,,,,595 m,2 m,3,LAW,1,13,,6,,1 s,1,3 s,2 m,116 m,30%,,525 m,,,,,,525 m,,15,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Armored|Support
